date,channel_id,video_id,video_thumbnail_impressions,video_thumbnail_impressions_ctr
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,J85xwjbTMgQ,1,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,Jlc-Jtd81o0,3,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,Klivqn7VoxY,9,0.22222222222222221
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,KoVVQ_ay2Vg,1,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,LLXlFny9jYc,9,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,M64uEXXFdF8,7,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,NH01AGqUk98,10,0.1
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,PBqVfCApl4I,7,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,PGZEUuam-rA,16,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,Q__n0KC548c,16,0.0625
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,QhRgPOmgBDU,1,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,RGVNMIv9NeA,10,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,RR9mLs5RgtA,1,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,SPCRzy8PD3M,26,0.076923076923076927
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,UffIvNL8fLg,7,0.14285714285714285
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,VYcynJqnsyU,8,0.125
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,WpAYWow2Yuw,4,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,Xzgk8SFG0_E,79,0.0379746835443038
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,YWrjNeKZBR8,158,0.13924050632911392
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,Z4tzAXpPz0s,22,0.13636363636363635
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,ZzIrT1d2m4g,2,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,_3EAZlSh5zM,17,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,_mj3H2RN7Eg,3,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,aAso_jiDQhQ,21,0.047619047619047616
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,bU-TYOpKgaQ,1,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,dR6SIFXqyLA,3,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,eGedfjRrI5w,1,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,f2T5LyFvhBM,2,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,f3GFgdZYHG4,10,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,f_G_acY5Jt4,1,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,h2mcGEc0hcY,50,0.1
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,j2uFT1pKGPE,30,0.066666666666666666
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,l6jdNIJF3CQ,14,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,mF_kzkE7IJ4,24,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,mbAcnZ8BqBY,18,0.055555555555555552
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,nOBtQ8KqMLY,9,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,oI_yFGUHZY0,29,0.034482758620689655
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,of-AvGSADq8,11,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,pHK8uMvoDT4,15,0.066666666666666666
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,pHU3663gH1I,11,0.18181818181818182
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,pyv1_pwtQg4,1,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,qTIkvUR_ysc,4,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,qvWP9uPmD-Y,46,0.021739130434782608
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,rSpIRpNrtto,12,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,ss_JrKiSyZw,16,0.1875
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,taTgfz1dUAc,4,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,uULJgUopqWE,9,0.1111111111111111
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,vD5KR4XrkLk,16,0.125
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,xEkmwt0UHYs,1,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,y5HbBNKzJ0c,6,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,yB05q6bx2eI,21,0.14285714285714285
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,yF5ucLxQLsU,4,0
2026-07-15,UCFFY072qzjDnmC_uA65zhQQ,yz_uWHlsIF8,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,-7RNcKxLsWc,11,0.090909090909090912
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,-KMuetmIAs0,1,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,0T4ZeBm_TEY,62,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,0ZIO4anzY5I,10,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,0rhTdpz0Jyc,2,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,1C8YIiELECI,4,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,1XNo0hTd1Kc,46,0.086956521739130432
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,3s24LgNa3B0,4,0.25
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,4sxqdyUBRsI,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,593yZokqVNU,38,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,6LlydS0_23w,6,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,6irjGxFpmj4,1,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,744vAmBXikY,10,0.2
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,7JTpRZ6EAj4,13,0.30769230769230771
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,7bs6ELSOGFg,1,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,7sIU7b-5vCA,1,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,8P-YiIGlBjE,6,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,AJmfMOm5Sls,6,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,BTCe24GOWqk,7,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,BuNbDIm2ieg,7,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,BvnWdTTwSys,7,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,CVCUMNF_koE,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,DIhEv0TjUkY,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,EPazhvJ7Jd0,5,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,EXv89Z4tXZ0,24,0.083333333333333329
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,FQHJqEfpZz8,14,0.2857142857142857
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,FZazL5XS_fw,4,0.25
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,FdWxDjGBIM4,1,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,Gp0dyrxdI_0,9,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,IaCjWJ3vy48,14,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,IvAkc1fwzUc,7,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,J85xwjbTMgQ,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,Jlc-Jtd81o0,2,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,Klivqn7VoxY,8,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,KoVVQ_ay2Vg,2,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,LLXlFny9jYc,12,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,M64uEXXFdF8,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,NH01AGqUk98,8,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,PGZEUuam-rA,8,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,Q__n0KC548c,6,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,RGVNMIv9NeA,2,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,RR9mLs5RgtA,1,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,SPCRzy8PD3M,18,0.16666666666666666
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,UffIvNL8fLg,9,0.1111111111111111
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,VYcynJqnsyU,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,WpAYWow2Yuw,2,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,XD8tgLIwHvQ,8,0.125
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,Xzgk8SFG0_E,16,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,YWrjNeKZBR8,138,0.10144927536231885
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,Z4tzAXpPz0s,17,0.11764705882352941
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,ZOBF9SJEjDU,1,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,ZzIrT1d2m4g,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,_3EAZlSh5zM,2,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,_mj3H2RN7Eg,5,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,aAso_jiDQhQ,20,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,bU-TYOpKgaQ,4,0.25
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,dR6SIFXqyLA,4,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,eGedfjRrI5w,6,0.16666666666666666
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,f2T5LyFvhBM,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,f3GFgdZYHG4,9,0.1111111111111111
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,fGezis2rjZA,95,0.042105263157894736
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,f_G_acY5Jt4,2,0.5
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,h2mcGEc0hcY,38,0.10526315789473684
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,hudmiFcA57A,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,j2uFT1pKGPE,35,0.057142857142857141
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,j7xlFldh4gM,1,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,kWtTpnW-uW0,4,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,l6jdNIJF3CQ,10,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,mF_kzkE7IJ4,8,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,mbAcnZ8BqBY,14,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,nOBtQ8KqMLY,7,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,oI_yFGUHZY0,16,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,of-AvGSADq8,7,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,pHK8uMvoDT4,16,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,pHU3663gH1I,4,0.25
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,pyv1_pwtQg4,2,0.5
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,qTIkvUR_ysc,2,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,qvWP9uPmD-Y,42,0.023809523809523808
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,rSpIRpNrtto,16,0.0625
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,ss_JrKiSyZw,12,0.16666666666666666
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,taTgfz1dUAc,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,uULJgUopqWE,5,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,vD5KR4XrkLk,12,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,y5HbBNKzJ0c,2,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,yB05q6bx2eI,16,0.3125
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,yF5ucLxQLsU,3,0
2026-07-16,UCFFY072qzjDnmC_uA65zhQQ,yz_uWHlsIF8,6,0.5
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,-7RNcKxLsWc,17,0.11764705882352941
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,-KMuetmIAs0,5,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,-qTAD9VNJHg,4,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,0T4ZeBm_TEY,14,0.071428571428571425
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,0ZIO4anzY5I,31,0.064516129032258063
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,1C8YIiELECI,9,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,1XNo0hTd1Kc,78,0.038461538461538464
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,3s24LgNa3B0,16,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,4sxqdyUBRsI,4,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,593yZokqVNU,4,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,6LlydS0_23w,5,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,744vAmBXikY,10,0.1
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,7JTpRZ6EAj4,16,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,7bs6ELSOGFg,3,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,7sIU7b-5vCA,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,8P-YiIGlBjE,12,0.16666666666666666
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,9qhfAvXGR1U,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,AJmfMOm5Sls,13,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,BTCe24GOWqk,13,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,BuNbDIm2ieg,8,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,BvnWdTTwSys,7,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,CVCUMNF_koE,6,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,DIhEv0TjUkY,6,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,EPazhvJ7Jd0,4,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,EXv89Z4tXZ0,35,0.14285714285714285
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,FQHJqEfpZz8,17,0.058823529411764705
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,FZazL5XS_fw,18,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,FdWxDjGBIM4,8,0.125
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,GNVK5JQjXos,9,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,Gp0dyrxdI_0,11,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,IaCjWJ3vy48,24,0.20833333333333334
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,IvAkc1fwzUc,20,0.1
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,J85xwjbTMgQ,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,Jlc-Jtd81o0,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,Klivqn7VoxY,7,0.14285714285714285
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,LLXlFny9jYc,12,0.083333333333333329
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,M64uEXXFdF8,10,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,NH01AGqUk98,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,PGZEUuam-rA,23,0.086956521739130432
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,Q__n0KC548c,8,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,QhRgPOmgBDU,8,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,RGVNMIv9NeA,4,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,SPCRzy8PD3M,20,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,UffIvNL8fLg,10,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,VYcynJqnsyU,10,0.2
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,WpAYWow2Yuw,5,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,XD8tgLIwHvQ,5,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,Xzgk8SFG0_E,4,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,YWrjNeKZBR8,110,0.18181818181818182
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,Z4tzAXpPz0s,37,0.10810810810810811
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,ZzIrT1d2m4g,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,_3EAZlSh5zM,17,0.058823529411764705
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,_mj3H2RN7Eg,7,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,aAso_jiDQhQ,30,0.033333333333333333
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,b5judqdZ4eI,345,0.17101449275362318
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,bU-TYOpKgaQ,10,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,cuI3UY3v3gI,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,cx43uLIjhCo,69,0.057971014492753624
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,dR6SIFXqyLA,4,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,eGedfjRrI5w,2,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,eH1CndEyHrc,3,0.33333333333333331
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,f2T5LyFvhBM,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,f3GFgdZYHG4,6,0.16666666666666666
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,fGezis2rjZA,122,0.00819672131147541
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,f_G_acY5Jt4,13,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,h2mcGEc0hcY,46,0.065217391304347824
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,j2uFT1pKGPE,17,0.058823529411764705
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,kWtTpnW-uW0,7,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,l6jdNIJF3CQ,14,0.071428571428571425
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,mF_kzkE7IJ4,9,0.1111111111111111
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,mbAcnZ8BqBY,15,0.066666666666666666
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,nOBtQ8KqMLY,3,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,oI_yFGUHZY0,9,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,of-AvGSADq8,18,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,pHK8uMvoDT4,15,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,pHU3663gH1I,4,0.25
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,pyv1_pwtQg4,12,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,q1uDScvMQfg,2,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,qTIkvUR_ysc,9,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,qvWP9uPmD-Y,14,0.071428571428571425
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,rSpIRpNrtto,5,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,ss_JrKiSyZw,7,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,taTgfz1dUAc,2,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,uULJgUopqWE,5,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,vD5KR4XrkLk,12,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,wezZH8qpWyY,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,y5HbBNKzJ0c,1,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,yB05q6bx2eI,12,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,yF5ucLxQLsU,5,0
2026-07-17,UCFFY072qzjDnmC_uA65zhQQ,yz_uWHlsIF8,3,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,-7RNcKxLsWc,32,0.125
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,-KMuetmIAs0,6,0.33333333333333331
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,-qTAD9VNJHg,3,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,0ZIO4anzY5I,15,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,0rhTdpz0Jyc,2,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,1C8YIiELECI,5,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,1XNo0hTd1Kc,73,0.0273972602739726
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,2x5xGIWsYec,2,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,3s24LgNa3B0,23,0.17391304347826086
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,4sxqdyUBRsI,4,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,5PsaPj_z7ts,1,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,6LlydS0_23w,19,0.052631578947368418
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,6irjGxFpmj4,1,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,744vAmBXikY,19,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,7JTpRZ6EAj4,11,0.090909090909090912
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,7bs6ELSOGFg,3,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,7sIU7b-5vCA,5,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,8P-YiIGlBjE,10,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,9qhfAvXGR1U,2,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,AJmfMOm5Sls,14,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,BTCe24GOWqk,19,0.10526315789473684
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,BuNbDIm2ieg,5,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,BvnWdTTwSys,12,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,CVCUMNF_koE,3,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,DIhEv0TjUkY,6,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,EPazhvJ7Jd0,2,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,EXv89Z4tXZ0,36,0.1111111111111111
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,EwkXAwTL_QI,1,0
2026-07-18,UCFFY072qzjDnmC_uA65zhQQ,FQHJqEfpZz8,21,0.047619047619047616
